year-month,ing_id,ing_name,avg_stock,stock_volatility,volatility_index,risk_tier
2024-10,ing003,"Goat Cheese",11.19,1.79,0.16,"Green Healthy (Rock-Solid Stability)"
2024-10,ing004,"Black Olives",20.71,3.48,0.17,"Green Healthy (Rock-Solid Stability)"
2024-10,ing005,"Sun-Dried Tomatoes",15.71,0.68,0.04,"Green Healthy (Rock-Solid Stability)"
2024-10,ing006,"Spicy Chicken",8.67,1.42,0.16,"Green Healthy (Rock-Solid Stability)"
2024-10,ing007,Jalapenos,15.71,3.22,0.21,"Yellow Warning (Moderately Shifting)"
2024-10,ing008,"Smoked Gouda",9.27,2.02,0.22,"Yellow Warning (Moderately Shifting)"
2024-10,ing009,"Chipotle Sauce",14.93,2.43,0.16,"Green Healthy (Rock-Solid Stability)"
2024-10,ing010,"Wild Mushrooms",10.21,3.3,0.32,"Yellow Warning (Moderately Shifting)"
2024-10,ing011,"Truffle Oil",4.87,1.21,0.25,"Yellow Warning (Moderately Shifting)"
2024-10,ing012,Mozzarella,16.83,2.75,0.16,"Green Healthy (Rock-Solid Stability)"
2024-10,ing013,"Fresh Spinach",13.00,1.73,0.13,"Green Healthy (Rock-Solid Stability)"
2024-10,ing014,"Italian Sausage",8.77,1.7,0.19,"Green Healthy (Rock-Solid Stability)"
2024-10,ing015,"Roasted Garlic",14.74,1.98,0.13,"Green Healthy (Rock-Solid Stability)"
2024-10,ing016,"Red Onion",17.03,2.98,0.17,"Green Healthy (Rock-Solid Stability)"
2024-10,ing017,"Fresh Basil",7.58,0.87,0.11,"Green Healthy (Rock-Solid Stability)"
2024-10,ing018,"Smoked Salmon",-5.42,4.21,-0.78,"Red Alert (Wildly Volatile)"
2024-10,ing019,"Dill Cream Cheese",8.58,1.91,0.22,"Yellow Warning (Moderately Shifting)"
2024-10,ing020,Capers,8.39,0.94,0.11,"Green Healthy (Rock-Solid Stability)"
2024-10,ing021,Arugula,12.97,1.23,0.09,"Green Healthy (Rock-Solid Stability)"
2024-10,ing022,"BBQ Brisket",7.26,1.76,0.24,"Yellow Warning (Moderately Shifting)"
2024-10,ing023,"Cheddar Cheese",11.23,1.96,0.17,"Green Healthy (Rock-Solid Stability)"
2024-10,ing024,"BBQ Sauce",13.77,2.28,0.17,"Green Healthy (Rock-Solid Stability)"
2024-10,ing025,"Tandoori Chicken",8.32,1.65,0.2,"Yellow Warning (Moderately Shifting)"
2024-10,ing026,"Mint Yogurt",10.16,1.63,0.16,"Green Healthy (Rock-Solid Stability)"
2024-10,ing027,"Green Chilli",6.81,1.45,0.21,"Yellow Warning (Moderately Shifting)"
2024-10,ing028,"Grilled Pineapple",9.04,1.66,0.18,"Green Healthy (Rock-Solid Stability)"
2024-10,ing029,"Pulled Pork",5.21,2.02,0.39,"Yellow Warning (Moderately Shifting)"
2024-10,ing030,"Truffle Fries",19.52,2.91,0.15,"Green Healthy (Rock-Solid Stability)"
2024-10,ing031,Parmesan,10.00,0,0,"Green Healthy (Rock-Solid Stability)"
2024-10,ing032,"Cauliflower Florets",16.88,2.47,0.15,"Green Healthy (Rock-Solid Stability)"
2024-10,ing033,"Buffalo Sauce",11.23,0.42,0.04,"Green Healthy (Rock-Solid Stability)"
2024-10,ing034,Ranch,13.00,0,0,"Green Healthy (Rock-Solid Stability)"
2024-10,ing035,"Garlic Knots",25.18,3.5,0.14,"Green Healthy (Rock-Solid Stability)"
2024-10,ing036,Kale,17.92,0.27,0.02,"Green Healthy (Rock-Solid Stability)"
2024-10,ing037,Spinach,13.60,2.24,0.17,"Green Healthy (Rock-Solid Stability)"
2024-10,ing038,Avocado,10.00,0,0,"Green Healthy (Rock-Solid Stability)"
2024-10,ing039,"Mixed Seeds",15.00,0,0,"Green Healthy (Rock-Solid Stability)"
2024-10,ing040,"Caramel Filling",11.64,1.82,0.16,"Green Healthy (Rock-Solid Stability)"
2024-10,ing041,"Chocolate Syrup",17.00,0,0,"Green Healthy (Rock-Solid Stability)"
2024-10,ing044,"Berry Mix",18.33,2.87,0.16,"Green Healthy (Rock-Solid Stability)"
2024-10,ing045,"Oat Crumble",13.48,2.03,0.15,"Green Healthy (Rock-Solid Stability)"
2024-10,ing046,"Mango Sticky Rice Mix",13.92,1.9,0.14,"Green Healthy (Rock-Solid Stability)"
2024-10,ing047,"Cold Brew Coffee",47.89,11.03,0.23,"Yellow Warning (Moderately Shifting)"
2024-10,ing048,"Cold Brew Coffee 1.5L",26.90,7.07,0.26,"Yellow Warning (Moderately Shifting)"
2024-10,ing049,"Ginger Fizz 33cl",54.36,12.03,0.22,"Yellow Warning (Moderately Shifting)"
2024-10,ing050,"Ginger Fizz 1.5L",33.15,8.48,0.26,"Yellow Warning (Moderately Shifting)"
2024-10,ing052,"Lime Mint Sparkle 1.5L",34.88,9.32,0.27,"Yellow Warning (Moderately Shifting)"
2024-10,ing053,"Berry Kombucha 33cl",48.13,12.7,0.26,"Yellow Warning (Moderately Shifting)"
2024-10,ing054,"Berry Kombucha 1.5L",30.19,7.11,0.24,"Yellow Warning (Moderately Shifting)"
2024-10,ing042,"Espresso Panna Base",9.78,1.17,0.12,"Green Healthy (Rock-Solid Stability)"
2024-10,ing043,"Vanilla Syrup",10.00,0,0,"Green Healthy (Rock-Solid Stability)"
2024-10,ing051,"Lime Mint Sparkle 33cl",57.50,11.04,0.19,"Green Healthy (Rock-Solid Stability)"
2024-11,ing001,"Flatbread Dough (8-pack)",13.03,8.96,0.69,"Red Alert (Wildly Volatile)"
2024-11,ing002,"Roasted Red Peppers",19.07,1.18,0.06,"Green Healthy (Rock-Solid Stability)"
2024-11,ing003,"Goat Cheese",11.13,1.77,0.16,"Green Healthy (Rock-Solid Stability)"
2024-11,ing004,"Black Olives",19.20,2.39,0.12,"Green Healthy (Rock-Solid Stability)"
2024-11,ing005,"Sun-Dried Tomatoes",13.33,2.27,0.17,"Green Healthy (Rock-Solid Stability)"
2024-11,ing006,"Spicy Chicken",8.66,1.82,0.21,"Yellow Warning (Moderately Shifting)"
2024-11,ing007,Jalapenos,17.20,2.9,0.17,"Green Healthy (Rock-Solid Stability)"
2024-11,ing008,"Smoked Gouda",9.52,2.03,0.21,"Yellow Warning (Moderately Shifting)"
2024-11,ing009,"Chipotle Sauce",16.34,2.41,0.15,"Green Healthy (Rock-Solid Stability)"
2024-11,ing011,"Truffle Oil",4.93,1.17,0.24,"Yellow Warning (Moderately Shifting)"
2024-11,ing012,Mozzarella,16.40,2.65,0.16,"Green Healthy (Rock-Solid Stability)"
2024-11,ing014,"Italian Sausage",8.86,1.76,0.2,"Yellow Warning (Moderately Shifting)"
2024-11,ing015,"Roasted Garlic",14.31,2.57,0.18,"Green Healthy (Rock-Solid Stability)"
2024-11,ing016,"Red Onion",16.87,3.42,0.2,"Yellow Warning (Moderately Shifting)"
2024-11,ing017,"Fresh Basil",7.69,0.95,0.12,"Green Healthy (Rock-Solid Stability)"
2024-11,ing018,"Smoked Salmon",-0.43,3.13,-7.31,"Red Alert (Wildly Volatile)"
2024-11,ing019,"Dill Cream Cheese",9.32,1.56,0.17,"Green Healthy (Rock-Solid Stability)"
2024-11,ing020,Capers,9.00,0,0,"Green Healthy (Rock-Solid Stability)"
2024-11,ing021,Arugula,11.00,0,0,"Green Healthy (Rock-Solid Stability)"
2024-11,ing022,"BBQ Brisket",7.55,1.5,0.2,"Yellow Warning (Moderately Shifting)"
2024-11,ing023,"Cheddar Cheese",11.14,1.81,0.16,"Green Healthy (Rock-Solid Stability)"
2024-11,ing024,"BBQ Sauce",14.62,1.69,0.12,"Green Healthy (Rock-Solid Stability)"
2024-11,ing025,"Tandoori Chicken",8.45,1.65,0.2,"Yellow Warning (Moderately Shifting)"
2024-11,ing026,"Mint Yogurt",9.38,1.24,0.13,"Green Healthy (Rock-Solid Stability)"
2024-11,ing027,"Green Chilli",6.93,1.14,0.16,"Green Healthy (Rock-Solid Stability)"
2024-11,ing028,"Grilled Pineapple",9.27,1.5,0.16,"Green Healthy (Rock-Solid Stability)"
2024-11,ing029,"Pulled Pork",5.40,1.7,0.32,"Yellow Warning (Moderately Shifting)"
2024-11,ing030,"Truffle Fries",19.15,2.9,0.15,"Green Healthy (Rock-Solid Stability)"
2024-11,ing031,Parmesan,10.00,0,0,"Green Healthy (Rock-Solid Stability)"
2024-11,ing032,"Cauliflower Florets",16.08,2.56,0.16,"Green Healthy (Rock-Solid Stability)"
2024-11,ing033,"Buffalo Sauce",12.88,2.36,0.18,"Green Healthy (Rock-Solid Stability)"
2024-11,ing034,Ranch,12.35,0.48,0.04,"Green Healthy (Rock-Solid Stability)"
2024-11,ing035,"Garlic Knots",25.54,4.25,0.17,"Green Healthy (Rock-Solid Stability)"
2024-11,ing036,Kale,16.00,0,0,"Green Healthy (Rock-Solid Stability)"
2024-11,ing037,Spinach,14.04,2.49,0.18,"Green Healthy (Rock-Solid Stability)"
2024-11,ing038,Avocado,10.00,0,0,"Green Healthy (Rock-Solid Stability)"
2024-11,ing039,"Mixed Seeds",15.00,0,0,"Green Healthy (Rock-Solid Stability)"
2024-11,ing040,"Caramel Filling",11.56,1.81,0.16,"Green Healthy (Rock-Solid Stability)"
2024-11,ing041,"Chocolate Syrup",17.00,0,0,"Green Healthy (Rock-Solid Stability)"
2024-11,ing044,"Berry Mix",17.04,2.7,0.16,"Green Healthy (Rock-Solid Stability)"
2024-11,ing045,"Oat Crumble",15.27,1.61,0.11,"Green Healthy (Rock-Solid Stability)"
2024-11,ing046,"Mango Sticky Rice Mix",14.52,2.62,0.18,"Green Healthy (Rock-Solid Stability)"
2024-11,ing047,"Cold Brew Coffee",46.96,13.54,0.29,"Yellow Warning (Moderately Shifting)"
2024-11,ing048,"Cold Brew Coffee 1.5L",29.42,6.25,0.21,"Yellow Warning (Moderately Shifting)"
2024-11,ing049,"Ginger Fizz 33cl",56.00,11.67,0.21,"Yellow Warning (Moderately Shifting)"
2024-11,ing050,"Ginger Fizz 1.5L",33.00,10.24,0.31,"Yellow Warning (Moderately Shifting)"
2024-11,ing051,"Lime Mint Sparkle 33cl",54.07,10.32,0.19,"Green Healthy (Rock-Solid Stability)"
2024-11,ing054,"Berry Kombucha 1.5L",27.93,8.13,0.29,"Yellow Warning (Moderately Shifting)"
2024-11,ing010,"Wild Mushrooms",11.29,2.66,0.24,"Yellow Warning (Moderately Shifting)"
2024-11,ing013,"Fresh Spinach",14.04,2.28,0.16,"Green Healthy (Rock-Solid Stability)"
2024-11,ing052,"Lime Mint Sparkle 1.5L",29.73,7.5,0.25,"Yellow Warning (Moderately Shifting)"
2024-11,ing053,"Berry Kombucha 33cl",49.28,12.84,0.26,"Yellow Warning (Moderately Shifting)"
2024-11,ing042,"Espresso Panna Base",9.46,1.69,0.18,"Green Healthy (Rock-Solid Stability)"
2024-11,ing043,"Vanilla Syrup",10.00,0,0,"Green Healthy (Rock-Solid Stability)"
2024-12,ing001,"Flatbread Dough (8-pack)",7.87,7.84,1,"Red Alert (Wildly Volatile)"
2024-12,ing002,"Roasted Red Peppers",15.97,2.29,0.14,"Green Healthy (Rock-Solid Stability)"
2024-12,ing003,"Goat Cheese",10.03,1.8,0.18,"Green Healthy (Rock-Solid Stability)"
2024-12,ing004,"Black Olives",20.61,3.14,0.15,"Green Healthy (Rock-Solid Stability)"
2024-12,ing005,"Sun-Dried Tomatoes",14.87,2.73,0.18,"Green Healthy (Rock-Solid Stability)"
2024-12,ing006,"Spicy Chicken",8.97,1.66,0.18,"Green Healthy (Rock-Solid Stability)"
2024-12,ing007,Jalapenos,16.58,3.08,0.19,"Green Healthy (Rock-Solid Stability)"
2024-12,ing008,"Smoked Gouda",9.61,1.88,0.2,"Yellow Warning (Moderately Shifting)"
2024-12,ing009,"Chipotle Sauce",14.45,1.6,0.11,"Green Healthy (Rock-Solid Stability)"
2024-12,ing010,"Wild Mushrooms",11.29,3.77,0.33,"Yellow Warning (Moderately Shifting)"
2024-12,ing011,"Truffle Oil",4.97,0.97,0.19,"Green Healthy (Rock-Solid Stability)"
2024-12,ing012,Mozzarella,17.13,2.95,0.17,"Green Healthy (Rock-Solid Stability)"
2024-12,ing013,"Fresh Spinach",12.26,1.81,0.15,"Green Healthy (Rock-Solid Stability)"
2024-12,ing014,"Italian Sausage",9.10,1.62,0.18,"Green Healthy (Rock-Solid Stability)"
2024-12,ing015,"Roasted Garlic",15.53,2.43,0.16,"Green Healthy (Rock-Solid Stability)"
2024-12,ing016,"Red Onion",16.71,2.94,0.18,"Green Healthy (Rock-Solid Stability)"
2024-12,ing017,"Fresh Basil",7.90,1.04,0.13,"Green Healthy (Rock-Solid Stability)"
2024-12,ing018,"Smoked Salmon",-2.17,3.05,-1.41,"Red Alert (Wildly Volatile)"
2024-12,ing019,"Dill Cream Cheese",9.10,1.89,0.21,"Yellow Warning (Moderately Shifting)"
2024-12,ing020,Capers,8.13,0.34,0.04,"Green Healthy (Rock-Solid Stability)"
2024-12,ing021,Arugula,15.03,3.02,0.2,"Yellow Warning (Moderately Shifting)"
2024-12,ing022,"BBQ Brisket",7.58,1.43,0.19,"Green Healthy (Rock-Solid Stability)"
2024-12,ing023,"Cheddar Cheese",11.45,1.93,0.17,"Green Healthy (Rock-Solid Stability)"
2024-12,ing024,"BBQ Sauce",14.81,2.02,0.14,"Green Healthy (Rock-Solid Stability)"
2024-12,ing025,"Tandoori Chicken",8.63,1.72,0.2,"Yellow Warning (Moderately Shifting)"
2024-12,ing026,"Mint Yogurt",11.30,2.16,0.19,"Green Healthy (Rock-Solid Stability)"
2024-12,ing027,"Green Chilli",7.13,1.36,0.19,"Green Healthy (Rock-Solid Stability)"
2024-12,ing028,"Grilled Pineapple",8.83,1.86,0.21,"Yellow Warning (Moderately Shifting)"
2024-12,ing029,"Pulled Pork",4.97,1.76,0.35,"Yellow Warning (Moderately Shifting)"
2024-12,ing030,"Truffle Fries",16.31,3.12,0.19,"Green Healthy (Rock-Solid Stability)"
2024-12,ing031,Parmesan,9.77,0.42,0.04,"Green Healthy (Rock-Solid Stability)"
2024-12,ing032,"Cauliflower Florets",15.03,2.79,0.19,"Green Healthy (Rock-Solid Stability)"
2024-12,ing033,"Buffalo Sauce",14.00,0,0,"Green Healthy (Rock-Solid Stability)"
2024-12,ing034,Ranch,12.00,0,0,"Green Healthy (Rock-Solid Stability)"
2024-12,ing035,"Garlic Knots",24.67,3.5,0.14,"Green Healthy (Rock-Solid Stability)"
2024-12,ing036,Kale,15.14,0.46,0.03,"Green Healthy (Rock-Solid Stability)"
2024-12,ing037,Spinach,14.59,2.19,0.15,"Green Healthy (Rock-Solid Stability)"
2024-12,ing038,Avocado,13.27,2.54,0.19,"Green Healthy (Rock-Solid Stability)"
2024-12,ing039,"Mixed Seeds",15.00,0,0,"Green Healthy (Rock-Solid Stability)"
2024-12,ing040,"Caramel Filling",12.46,2.1,0.17,"Green Healthy (Rock-Solid Stability)"
2024-12,ing041,"Chocolate Syrup",17.00,0,0,"Green Healthy (Rock-Solid Stability)"
2024-12,ing046,"Mango Sticky Rice Mix",15.55,3.21,0.21,"Yellow Warning (Moderately Shifting)"
2024-12,ing047,"Cold Brew Coffee",49.14,12.59,0.26,"Yellow Warning (Moderately Shifting)"
2024-12,ing048,"Cold Brew Coffee 1.5L",27.78,9.57,0.34,"Yellow Warning (Moderately Shifting)"
2024-12,ing049,"Ginger Fizz 33cl",53.22,9.16,0.17,"Green Healthy (Rock-Solid Stability)"
2024-12,ing050,"Ginger Fizz 1.5L",31.52,8.29,0.26,"Yellow Warning (Moderately Shifting)"
2024-12,ing051,"Lime Mint Sparkle 33cl",57.83,10.2,0.18,"Green Healthy (Rock-Solid Stability)"
2024-12,ing053,"Berry Kombucha 33cl",49.71,9.52,0.19,"Green Healthy (Rock-Solid Stability)"
2024-12,ing054,"Berry Kombucha 1.5L",30.92,8.44,0.27,"Yellow Warning (Moderately Shifting)"
2024-12,ing042,"Espresso Panna Base",9.32,1.38,0.15,"Green Healthy (Rock-Solid Stability)"
2024-12,ing043,"Vanilla Syrup",10.00,0,0,"Green Healthy (Rock-Solid Stability)"
2024-12,ing044,"Berry Mix",17.40,3.39,0.2,"Yellow Warning (Moderately Shifting)"
2024-12,ing045,"Oat Crumble",14.56,1.98,0.14,"Green Healthy (Rock-Solid Stability)"
2024-12,ing052,"Lime Mint Sparkle 1.5L",32.17,9.24,0.29,"Yellow Warning (Moderately Shifting)"
2025-01,ing001,"Flatbread Dough (8-pack)",10.55,8.91,0.85,"Red Alert (Wildly Volatile)"
2025-01,ing002,"Roasted Red Peppers",16.70,2.76,0.17,"Green Healthy (Rock-Solid Stability)"
2025-01,ing003,"Goat Cheese",10.73,1.73,0.16,"Green Healthy (Rock-Solid Stability)"
2025-01,ing004,"Black Olives",20.10,3.24,0.16,"Green Healthy (Rock-Solid Stability)"
2025-01,ing005,"Sun-Dried Tomatoes",13.73,1.91,0.14,"Green Healthy (Rock-Solid Stability)"
2025-01,ing006,"Spicy Chicken",8.55,1.86,0.22,"Yellow Warning (Moderately Shifting)"
2025-01,ing007,Jalapenos,16.19,3.01,0.19,"Green Healthy (Rock-Solid Stability)"
2025-01,ing008,"Smoked Gouda",8.97,1.73,0.19,"Green Healthy (Rock-Solid Stability)"
2025-01,ing009,"Chipotle Sauce",15.16,2.2,0.15,"Green Healthy (Rock-Solid Stability)"
2025-01,ing010,"Wild Mushrooms",9.63,3.21,0.33,"Yellow Warning (Moderately Shifting)"
2025-01,ing011,"Truffle Oil",4.81,1.09,0.23,"Yellow Warning (Moderately Shifting)"
2025-01,ing012,Mozzarella,17.55,2.82,0.16,"Green Healthy (Rock-Solid Stability)"
2025-01,ing013,"Fresh Spinach",12.47,1.48,0.12,"Green Healthy (Rock-Solid Stability)"
2025-01,ing014,"Italian Sausage",9.00,1.93,0.21,"Yellow Warning (Moderately Shifting)"
2025-01,ing015,"Roasted Garlic",14.16,2.03,0.14,"Green Healthy (Rock-Solid Stability)"
2025-01,ing016,"Red Onion",17.32,3.29,0.19,"Green Healthy (Rock-Solid Stability)"
2025-01,ing017,"Fresh Basil",8.16,0.92,0.11,"Green Healthy (Rock-Solid Stability)"
2025-01,ing018,"Smoked Salmon",-1.84,4.14,-2.25,"Red Alert (Wildly Volatile)"
2025-01,ing019,"Dill Cream Cheese",8.94,2.02,0.23,"Yellow Warning (Moderately Shifting)"
2025-01,ing020,Capers,8.90,1.28,0.14,"Green Healthy (Rock-Solid Stability)"
2025-01,ing021,Arugula,15.84,1.17,0.07,"Green Healthy (Rock-Solid Stability)"
2025-01,ing022,"BBQ Brisket",7.16,1.63,0.23,"Yellow Warning (Moderately Shifting)"
2025-01,ing023,"Cheddar Cheese",10.55,1.88,0.18,"Green Healthy (Rock-Solid Stability)"
2025-01,ing024,"BBQ Sauce",13.42,2.15,0.16,"Green Healthy (Rock-Solid Stability)"
2025-01,ing025,"Tandoori Chicken",8.45,1.52,0.18,"Green Healthy (Rock-Solid Stability)"
2025-01,ing026,"Mint Yogurt",11.23,1.58,0.14,"Green Healthy (Rock-Solid Stability)"
2025-01,ing027,"Green Chilli",6.77,1.34,0.2,"Yellow Warning (Moderately Shifting)"
2025-01,ing028,"Grilled Pineapple",9.32,1.91,0.2,"Yellow Warning (Moderately Shifting)"
2025-01,ing029,"Pulled Pork",5.00,1.68,0.34,"Yellow Warning (Moderately Shifting)"
2025-01,ing030,"Truffle Fries",19.22,3.19,0.17,"Green Healthy (Rock-Solid Stability)"
2025-01,ing031,Parmesan,8.57,1.01,0.12,"Green Healthy (Rock-Solid Stability)"
2025-01,ing035,"Garlic Knots",24.81,4.25,0.17,"Green Healthy (Rock-Solid Stability)"
2025-01,ing040,"Caramel Filling",11.56,1.73,0.15,"Green Healthy (Rock-Solid Stability)"
2025-01,ing041,"Chocolate Syrup",17.00,0,0,"Green Healthy (Rock-Solid Stability)"
2025-01,ing042,"Espresso Panna Base",9.70,1.78,0.18,"Green Healthy (Rock-Solid Stability)"
2025-01,ing043,"Vanilla Syrup",10.00,0,0,"Green Healthy (Rock-Solid Stability)"
2025-01,ing044,"Berry Mix",19.00,1.65,0.09,"Green Healthy (Rock-Solid Stability)"
2025-01,ing045,"Oat Crumble",14.12,2.23,0.16,"Green Healthy (Rock-Solid Stability)"
2025-01,ing046,"Mango Sticky Rice Mix",16.00,1.95,0.12,"Green Healthy (Rock-Solid Stability)"
2025-01,ing047,"Cold Brew Coffee",45.69,9.67,0.21,"Yellow Warning (Moderately Shifting)"
2025-01,ing048,"Cold Brew Coffee 1.5L",26.35,7.64,0.29,"Yellow Warning (Moderately Shifting)"
2025-01,ing049,"Ginger Fizz 33cl",50.92,10.33,0.2,"Yellow Warning (Moderately Shifting)"
2025-01,ing050,"Ginger Fizz 1.5L",30.36,8.07,0.27,"Yellow Warning (Moderately Shifting)"
2025-01,ing051,"Lime Mint Sparkle 33cl",55.21,10.38,0.19,"Green Healthy (Rock-Solid Stability)"
2025-01,ing052,"Lime Mint Sparkle 1.5L",29.78,8.62,0.29,"Yellow Warning (Moderately Shifting)"
2025-01,ing053,"Berry Kombucha 33cl",48.44,12.21,0.25,"Yellow Warning (Moderately Shifting)"
2025-01,ing054,"Berry Kombucha 1.5L",29.83,7.1,0.24,"Yellow Warning (Moderately Shifting)"
2025-01,ing032,"Cauliflower Florets",16.86,3.06,0.18,"Green Healthy (Rock-Solid Stability)"
2025-01,ing033,"Buffalo Sauce",11.82,1.64,0.14,"Green Healthy (Rock-Solid Stability)"
2025-01,ing034,Ranch,11.18,0.39,0.03,"Green Healthy (Rock-Solid Stability)"
2025-01,ing036,Kale,16.39,3.55,0.22,"Yellow Warning (Moderately Shifting)"
2025-01,ing037,Spinach,13.96,2.4,0.17,"Green Healthy (Rock-Solid Stability)"
2025-01,ing038,Avocado,15.00,0,0,"Green Healthy (Rock-Solid Stability)"
2025-01,ing039,"Mixed Seeds",15.00,0,0,"Green Healthy (Rock-Solid Stability)"
2025-02,ing001,"Flatbread Dough (8-pack)",9.82,10.23,1.04,"Red Alert (Wildly Volatile)"
2025-02,ing002,"Roasted Red Peppers",15.82,1.14,0.07,"Green Healthy (Rock-Solid Stability)"
2025-02,ing003,"Goat Cheese",10.43,1.97,0.19,"Green Healthy (Rock-Solid Stability)"
2025-02,ing004,"Black Olives",18.82,1.14,0.06,"Green Healthy (Rock-Solid Stability)"
2025-02,ing005,"Sun-Dried Tomatoes",16.46,1.18,0.07,"Green Healthy (Rock-Solid Stability)"
2025-02,ing006,"Spicy Chicken",8.29,1.56,0.19,"Green Healthy (Rock-Solid Stability)"
2025-02,ing007,Jalapenos,16.79,2.64,0.16,"Green Healthy (Rock-Solid Stability)"
2025-02,ing008,"Smoked Gouda",9.61,2.37,0.25,"Yellow Warning (Moderately Shifting)"
2025-02,ing009,"Chipotle Sauce",15.71,2.95,0.19,"Green Healthy (Rock-Solid Stability)"
2025-02,ing010,"Wild Mushrooms",8.86,3.47,0.39,"Yellow Warning (Moderately Shifting)"
2025-02,ing011,"Truffle Oil",4.61,1.35,0.29,"Yellow Warning (Moderately Shifting)"
2025-02,ing012,Mozzarella,17.14,2.91,0.17,"Green Healthy (Rock-Solid Stability)"
2025-02,ing013,"Fresh Spinach",13.11,1.95,0.15,"Green Healthy (Rock-Solid Stability)"
2025-02,ing014,"Italian Sausage",8.56,1.97,0.23,"Yellow Warning (Moderately Shifting)"
2025-02,ing015,"Roasted Garlic",14.67,2.51,0.17,"Green Healthy (Rock-Solid Stability)"
2025-02,ing016,"Red Onion",16.79,3.02,0.18,"Green Healthy (Rock-Solid Stability)"
2025-02,ing017,"Fresh Basil",7.44,1.17,0.16,"Green Healthy (Rock-Solid Stability)"
2025-02,ing018,"Smoked Salmon",-3.93,4.61,-1.17,"Red Alert (Wildly Volatile)"
2025-02,ing019,"Dill Cream Cheese",8.96,1.9,0.21,"Yellow Warning (Moderately Shifting)"
2025-02,ing020,Capers,8.82,0.89,0.1,"Green Healthy (Rock-Solid Stability)"
2025-02,ing021,Arugula,12.89,2.47,0.19,"Green Healthy (Rock-Solid Stability)"
2025-02,ing022,"BBQ Brisket",7.50,1.55,0.21,"Yellow Warning (Moderately Shifting)"
2025-02,ing023,"Cheddar Cheese",11.04,1.86,0.17,"Green Healthy (Rock-Solid Stability)"
2025-02,ing024,"BBQ Sauce",13.57,1.68,0.12,"Green Healthy (Rock-Solid Stability)"
2025-02,ing025,"Tandoori Chicken",8.26,1.51,0.18,"Green Healthy (Rock-Solid Stability)"
2025-02,ing026,"Mint Yogurt",10.07,1.92,0.19,"Green Healthy (Rock-Solid Stability)"
2025-02,ing027,"Green Chilli",6.85,1.27,0.19,"Green Healthy (Rock-Solid Stability)"
2025-02,ing028,"Grilled Pineapple",8.82,1.75,0.2,"Yellow Warning (Moderately Shifting)"
2025-02,ing029,"Pulled Pork",5.11,1.86,0.36,"Yellow Warning (Moderately Shifting)"
2025-02,ing030,"Truffle Fries",17.48,3.06,0.18,"Green Healthy (Rock-Solid Stability)"
2025-02,ing031,Parmesan,10.00,0,0,"Green Healthy (Rock-Solid Stability)"
2025-02,ing032,"Cauliflower Florets",15.65,2.69,0.17,"Green Healthy (Rock-Solid Stability)"
2025-02,ing033,"Buffalo Sauce",14.00,1.22,0.09,"Green Healthy (Rock-Solid Stability)"
2025-02,ing034,Ranch,11.00,0,0,"Green Healthy (Rock-Solid Stability)"
2025-02,ing035,"Garlic Knots",25.79,3.42,0.13,"Green Healthy (Rock-Solid Stability)"
2025-02,ing036,Kale,15.36,1.79,0.12,"Green Healthy (Rock-Solid Stability)"
2025-02,ing037,Spinach,13.40,2.62,0.2,"Yellow Warning (Moderately Shifting)"
2025-02,ing038,Avocado,14.12,0.32,0.02,"Green Healthy (Rock-Solid Stability)"
2025-02,ing039,"Mixed Seeds",15.00,0,0,"Green Healthy (Rock-Solid Stability)"
2025-02,ing040,"Caramel Filling",12.04,1.71,0.14,"Green Healthy (Rock-Solid Stability)"
2025-02,ing041,"Chocolate Syrup",17.00,0,0,"Green Healthy (Rock-Solid Stability)"
2025-02,ing042,"Espresso Panna Base",10.35,1.37,0.13,"Green Healthy (Rock-Solid Stability)"
2025-02,ing043,"Vanilla Syrup",10.00,0,0,"Green Healthy (Rock-Solid Stability)"
2025-02,ing044,"Berry Mix",17.44,2.64,0.15,"Green Healthy (Rock-Solid Stability)"
2025-02,ing045,"Oat Crumble",15.48,2.42,0.16,"Green Healthy (Rock-Solid Stability)"
2025-02,ing046,"Mango Sticky Rice Mix",14.79,2.43,0.16,"Green Healthy (Rock-Solid Stability)"
2025-02,ing047,"Cold Brew Coffee",44.39,10.12,0.23,"Yellow Warning (Moderately Shifting)"
2025-02,ing049,"Ginger Fizz 33cl",54.70,11.51,0.21,"Yellow Warning (Moderately Shifting)"
2025-02,ing050,"Ginger Fizz 1.5L",34.95,9.28,0.27,"Yellow Warning (Moderately Shifting)"
2025-02,ing051,"Lime Mint Sparkle 33cl",58.45,10.74,0.18,"Green Healthy (Rock-Solid Stability)"
2025-02,ing052,"Lime Mint Sparkle 1.5L",28.50,9.64,0.34,"Yellow Warning (Moderately Shifting)"
2025-02,ing053,"Berry Kombucha 33cl",52.89,10.27,0.19,"Green Healthy (Rock-Solid Stability)"
2025-02,ing054,"Berry Kombucha 1.5L",30.95,6.94,0.22,"Yellow Warning (Moderately Shifting)"
2025-02,ing048,"Cold Brew Coffee 1.5L",27.82,8.09,0.29,"Yellow Warning (Moderately Shifting)"
2025-03,ing001,"Flatbread Dough (8-pack)",12.35,9.34,0.76,"Red Alert (Wildly Volatile)"
2025-03,ing002,"Roasted Red Peppers",17.87,2.15,0.12,"Green Healthy (Rock-Solid Stability)"
2025-03,ing003,"Goat Cheese",10.97,1.86,0.17,"Green Healthy (Rock-Solid Stability)"
